age,gender,driving_experience,vehicle_age,vehicle_type,annual_mileage,credit_score,previous_claims,traffic_violations,coverage_type,deductible,claim_filed,premium
50,Male,48,10,Sports Car,29442,393,0,0,Standard,5000,0,3280.939188869
59,Female,8,19,SUV,22195,432,0,0,Standard,1000,1,2438.3215969712887
69,Male,1,14,Sedan,19837,800,0,0,Basic,2000,0,1849.1193630272685
52,Male,31,3,SUV,19393,471,0,0,Basic,1000,1,2490.9212900957696
23,Female,49,14,Sedan,10456,308,0,0,Standard,2000,0,1895.3632497170827
56,Male,21,13,Hatchback,29061,620,1,0,Basic,1000,0,2802.485883550502
69,Male,42,0,Truck,26293,397,0,1,Standard,1000,1,2881.287079500223
40,Male,12,8,Sedan,26093,468,0,0,Premium,2000,1,2598.526329503404
42,Female,7,6,Sedan,9521,610,1,2,Standard,1000,0,1807.4169692850635
76,Male,0,10,Hatchback,14775,642,0,0,Basic,1000,0,1816.913723288371
67,Male,16,1,SUV,19099,729,0,0,Basic,1000,0,1967.610920262055
60,Female,11,1,Truck,9037,799,1,0,Basic,5000,0,1672.2071216006477
36,Female,3,5,SUV,14074,584,0,0,Standard,1000,0,2171.380893972148
22,Male,12,18,Hatchback,18986,559,3,0,Standard,1000,0,2989.050778736421
68,Female,30,19,Truck,29395,794,0,0,Standard,1000,0,2624.160487067685
28,Male,40,13,Sedan,21815,654,0,0,Basic,5000,1,2207.6075711798608
73,Male,6,2,Sedan,17226,513,1,1,Basic,1000,0,2617.114726002906
29,Male,22,6,Sports Car,29559,499,2,0,Premium,1000,1,3659.243384438851
27,Female,23,6,Hatchback,14139,535,0,0,Basic,1000,1,2317.19566117371
25,Male,4,3,Sedan,17099,435,0,2,Basic,500,1,2573.004664365922
41,Female,4,4,Sports Car,14859,721,0,0,Basic,1000,0,2539.831984452317
77,Female,16,16,SUV,16174,640,0,0,Basic,2000,0,2229.941273686966
45,Male,29,3,Hatchback,27932,641,0,0,Premium,1000,0,2312.8267798729653
58,Female,8,12,Truck,7539,829,1,0,Basic,1000,0,1465.3827942254302
53,Female,5,15,SUV,15305,687,0,0,Standard,1000,1,2063.67248647642
54,Female,24,15,Sedan,18199,303,1,0,Basic,2000,1,2171.3313361695646
38,Female,18,1,Sedan,5390,698,0,0,Standard,1000,0,1198.9844025648965
25,Female,15,17,Sports Car,5082,721,0,0,Premium,500,1,1617.4134382753218
72,Male,20,0,SUV,22386,710,0,0,Basic,500,1,2324.2629699436434
26,Female,1,17,SUV,13968,512,0,0,Basic,1000,1,1773.8482094882352
64,Male,9,7,Hatchback,28780,347,0,1,Basic,2000,1,3316.897666018764
32,Male,15,10,SUV,17281,486,0,0,Standard,5000,0,2504.2058310391144
65,Male,36,14,Truck,20120,801,0,0,Standard,500,1,2213.0117922658587
63,Male,14,15,Sedan,14946,830,0,0,Premium,2000,0,1778.2378915945721
57,Male,12,16,Sedan,15891,774,0,0,Basic,1000,0,2034.5069034146218
35,Male,12,16,SUV,24640,341,0,0,Standard,1000,0,2844.1572886298513
59,Female,31,11,Sports Car,24628,560,0,0,Basic,5000,1,3196.4287985340425
77,Female,44,9,SUV,11007,347,1,0,Basic,1000,0,2358.1574193710235
37,Female,46,19,Hatchback,5522,745,1,3,Standard,500,0,2197.6339444519285
23,Male,45,5,SUV,6694,520,0,0,Premium,2000,0,1674.9204437348499
29,Female,7,7,SUV,23636,642,0,0,Basic,500,1,2694.0780568950386
19,Female,42,12,Hatchback,9837,537,1,1,Basic,2000,1,2089.6894562784855
24,Female,17,1,SUV,16801,454,0,0,Standard,1000,1,2160.03964497824
33,Male,35,18,Sedan,28710,355,1,0,Standard,500,1,3023.025959172114
20,Female,25,9,Sedan,13469,686,0,0,Premium,500,1,1432.5031499512081
62,Male,9,3,Truck,21531,614,0,0,Basic,500,1,1979.4103090526457
20,Female,30,11,Truck,13148,337,0,0,Standard,2000,1,1882.092746545918
44,Male,32,17,Sedan,18065,640,0,0,Basic,500,0,1859.536796955344
67,Male,28,6,SUV,17706,530,0,0,Standard,1000,0,2589.6980186815244
60,Male,4,19,Truck,8620,751,1,1,Basic,500,1,1946.360016210303
57,Female,12,3,Hatchback,15631,641,1,0,Basic,2000,0,1919.6718308819297
55,Female,0,6,SUV,14131,752,0,0,Premium,5000,0,1994.9361341476817
50,Male,22,9,Hatchback,19307,556,0,0,Standard,1000,0,2686.941203742856
45,Female,39,14,SUV,8709,733,0,0,Basic,5000,0,1394.2652295941618
18,Male,2,11,Sedan,20986,508,1,1,Standard,1000,1,2478.3712168684224
72,Male,2,0,Sedan,18915,500,0,0,Standard,500,1,2265.2617647673437
25,Female,6,19,SUV,25721,436,0,0,Basic,500,1,3328.3400147381344
54,Female,35,17,SUV,10094,693,1,0,Standard,1000,0,1739.7868970383329
49,Female,34,15,Hatchback,14415,335,1,0,Standard,500,0,2103.8332126480323
77,Male,14,4,Sedan,21078,514,0,0,Basic,2000,1,2475.8409099148926
65,Male,39,18,SUV,20476,326,1,0,Premium,2000,1,2913.4077878834496
60,Female,2,3,Sedan,18530,317,0,0,Standard,1000,0,2227.9595904632
54,Male,28,5,Truck,12472,436,0,0,Premium,2000,0,1969.1696812143127
21,Female,29,16,Hatchback,8363,329,0,0,Standard,500,0,1695.2962026231448
47,Male,38,6,Sedan,24407,372,0,0,Standard,500,0,2556.3662932260227
23,Female,17,6,SUV,23201,422,0,0,Basic,1000,0,2349.7052945967253
63,Female,10,8,Sedan,19140,527,1,1,Standard,1000,0,2641.8908961869834
71,Male,42,12,SUV,22067,637,0,0,Standard,1000,1,2320.543356766913
36,Female,48,19,Sedan,26891,572,0,0,Basic,500,1,2717.3333889249643
49,Female,37,13,SUV,28115,736,0,0,Standard,1000,0,2497.6808827971395
26,Male,39,15,Truck,19315,338,0,0,Basic,2000,0,2365.906537561824
29,Female,0,8,Sports Car,24294,725,1,0,Premium,1000,1,3077.234174823756
28,Male,28,14,Sedan,19414,614,0,0,Premium,1000,0,2475.6283475291043
63,Female,9,4,SUV,7017,808,0,0,Standard,500,0,1457.2669544997293
72,Male,27,17,Sports Car,9223,456,0,0,Basic,500,0,2075.384590341836
33,Female,30,19,Sports Car,7184,556,0,0,Standard,1000,1,2194.424829183871
18,Female,18,7,Sedan,22741,755,1,0,Standard,500,1,2420.889833573325
62,Female,2,14,Truck,28075,346,1,0,Premium,2000,1,2927.5417726352907
72,Female,35,8,SUV,11531,631,0,0,Basic,500,0,1812.077958962187
70,Male,42,18,Sedan,9666,309,0,0,Standard,1000,0,1682.4380730937005
38,Male,14,5,Sedan,28781,443,0,0,Basic,1000,1,2427.1479896887063
47,Male,32,3,Hatchback,16255,730,1,1,Standard,500,1,2411.819003393277
30,Male,40,10,Sedan,7468,451,0,0,Premium,5000,0,1996.1137484659293
51,Male,42,9,Hatchback,12291,786,0,0,Premium,2000,0,1467.71249265519
21,Male,44,2,SUV,12255,435,0,1,Standard,1000,0,2121.390571006582
45,Male,25,0,SUV,8920,325,1,0,Standard,1000,0,1829.6014087454575
55,Female,15,11,Truck,9236,306,1,0,Premium,2000,0,1882.3919658870363
75,Female,35,14,Sedan,6939,314,0,1,Standard,1000,1,1875.3411924144946
48,Female,32,14,SUV,8856,731,1,0,Basic,1000,1,1713.8674390145318
76,Female,19,13,SUV,5050,699,0,1,Premium,2000,0,1762.9049187280507
72,Male,12,6,Hatchback,28514,506,1,0,Basic,2000,1,2747.7063774358685
44,Male,32,16,SUV,20926,515,1,0,Standard,1000,1,2871.9917958622837
22,Male,4,18,SUV,6360,801,0,0,Basic,500,1,1559.879709215458
42,Female,36,6,Sedan,11805,758,1,0,Basic,500,1,1721.6270679154406
20,Male,13,2,Sports Car,16928,558,0,0,Standard,1000,0,2575.7586799246224
50,Female,26,2,Sedan,16994,628,0,0,Standard,2000,0,1991.9626252273197
21,Male,22,17,Sedan,29941,753,0,0,Basic,1000,1,3021.5541224972762
42,Male,13,19,Sedan,27414,674,0,0,Basic,1000,1,2345.472258569134
37,Male,39,13,Sports Car,8045,763,2,0,Basic,500,0,2501.213141335145
51,Male,3,2,SUV,16093,374,1,0,Standard,1000,0,2830.75828567387
43,Female,38,6,SUV,5257,541,0,0,Basic,1000,0,1631.0922286471814
79,Female,18,6,Sports Car,16651,316,1,0,Premium,1000,0,2665.466040267428
79,Male,46,4,Hatchback,5044,558,0,0,Basic,2000,0,1564.3190517119604
22,Female,3,2,Truck,29844,422,0,0,Premium,2000,0,2807.6805040663253
52,Male,29,17,SUV,22718,610,1,0,Standard,2000,1,2636.9145128721125
78,Male,18,14,Truck,22055,410,0,0,Basic,1000,1,2253.3856672406937
45,Male,30,19,Hatchback,20354,555,0,0,Basic,5000,0,2466.790619677101
46,Male,30,13,SUV,18589,533,2,0,Premium,1000,0,2606.259071831006
26,Female,8,3,SUV,12000,796,0,2,Premium,2000,1,2096.3587196465737
69,Male,12,7,Sedan,25022,339,1,0,Premium,1000,1,2824.1452215395966
55,Male,13,12,Hatchback,19480,421,0,0,Standard,2000,0,1999.5796125248467
67,Female,45,7,Sedan,11085,749,0,0,Basic,500,0,1649.7543526952704
23,Male,9,14,Sedan,5234,818,0,1,Basic,2000,1,1346.5857225455666
36,Female,47,16,SUV,11834,391,1,0,Basic,500,0,2200.7339207965733
77,Male,30,4,Truck,20055,660,0,0,Basic,500,1,2074.0221571965512
61,Male,36,19,SUV,8207,422,0,0,Standard,1000,1,1618.089545865014
74,Male,22,3,Truck,26948,636,1,0,Standard,1000,1,2637.72417752918
28,Male,26,10,Truck,7400,812,0,0,Standard,1000,0,1129.6539822839786
19,Male,5,17,SUV,14609,727,0,0,Basic,1000,0,1981.2206315283502
64,Male,25,9,Sports Car,26473,732,1,0,Basic,500,1,3045.235679264194
61,Female,1,16,SUV,17562,306,0,1,Basic,1000,0,2828.713921581806
61,Male,44,14,Hatchback,28935,419,0,0,Premium,5000,0,3047.619014830846
26,Female,12,5,Truck,26389,686,0,0,Premium,2000,1,2473.46211224454
38,Female,49,15,Hatchback,28874,649,0,0,Basic,500,1,2429.1606998543116
41,Male,18,14,Sedan,12740,397,0,1,Standard,1000,0,2084.528802619672
51,Female,0,7,SUV,26566,342,0,0,Standard,500,1,2599.7897134291657
39,Male,39,8,Sedan,19184,482,1,0,Standard,1000,0,2099.8529834010283
20,Female,31,10,SUV,19038,534,0,0,Basic,1000,1,2647.490174020909
29,Male,21,1,Hatchback,5650,745,0,0,Standard,5000,0,1195.8389409950764
45,Female,47,12,SUV,21417,499,1,0,Basic,2000,1,2593.894808513655
47,Female,28,3,Sedan,24416,812,0,0,Standard,2000,0,1866.2076413868472
43,Male,1,8,Sedan,18119,825,0,0,Basic,1000,0,1932.2800250014138
65,Female,39,4,SUV,12644,512,0,0,Standard,1000,0,2078.9716039688697
38,Male,37,18,Sedan,22494,677,0,0,Standard,5000,0,1988.0229848499903
45,Male,47,2,SUV,13653,845,0,0,Premium,500,0,1735.8673251008015
73,Male,10,2,Truck,19416,785,0,0,Basic,1000,0,2032.9855151727672
43,Male,16,5,SUV,29897,660,0,0,Standard,500,0,2704.223377890474
79,Male,42,9,Sports Car,25894,467,0,0,Premium,1000,1,2760.1276323473307
50,Female,7,4,SUV,6874,703,0,0,Basic,1000,0,1364.5677479473156
38,Female,21,2,Truck,24423,436,1,0,Standard,1000,0,2892.926800268354
52,Female,3,6,Sedan,15429,532,0,0,Basic,5000,0,1918.9232969987697
69,Male,10,17,Hatchback,17213,414,0,0,Standard,1000,0,2353.121153716027
51,Female,7,7,Sports Car,21219,551,0,0,Basic,2000,1,2860.1463473104445
58,Female,8,0,Sedan,22640,792,1,1,Standard,2000,1,2383.60428922253
68,Female,25,3,Sedan,8240,588,0,0,Basic,2000,0,1639.7166769880312
64,Female,1,6,Sedan,20802,348,0,0,Basic,2000,0,2454.4488689781165
35,Female,15,13,Truck,21122,751,0,0,Standard,500,0,1866.667725750172
75,Male,30,12,Sports Car,25647,815,0,0,Standard,500,0,2522.8108482686653
28,Male,5,9,SUV,26653,571,1,0,Standard,5000,1,2886.1311429077705
74,Female,20,17,SUV,15903,730,0,0,Basic,1000,0,1751.848660315468
40,Male,25,0,Hatchback,29101,325,1,0,Standard,500,1,2739.6987982614833
65,Male,18,3,Hatchback,6409,369,0,0,Basic,1000,0,1401.7926197591864
39,Female,27,15,Sports Car,15620,592,1,1,Basic,5000,1,2957.1059667695545
34,Female,7,15,SUV,6832,705,1,1,Standard,5000,0,1496.9018692050386
22,Male,13,17,Truck,23408,533,1,0,Standard,1000,1,2668.685699273808
61,Female,23,7,Truck,10736,530,0,1,Basic,2000,0,1961.2853393598245
28,Male,47,9,SUV,9993,562,1,1,Basic,1000,0,2490.8363260469255
47,Male,43,15,Sedan,16103,420,0,0,Basic,1000,1,2164.811219520039
32,Female,36,10,Truck,19397,762,0,0,Standard,1000,0,2022.0084425672976
44,Male,25,5,Sedan,29018,817,0,0,Standard,2000,0,2248.696659951208
52,Male,30,0,Sedan,26341,323,1,0,Standard,1000,0,2731.296909026054
50,Male,31,11,Truck,8213,676,1,0,Premium,1000,1,1303.5470609905697
37,Female,49,5,Sports Car,15355,799,0,1,Premium,1000,0,2649.8044842335785
78,Female,40,12,Hatchback,11208,736,1,0,Premium,1000,1,2037.8029072052602
33,Female,1,16,SUV,14644,798,2,0,Premium,1000,1,2421.097531986015
51,Female,24,0,Hatchback,11453,473,0,0,Premium,1000,0,1626.0363889949697
19,Male,43,7,SUV,24137,808,1,0,Basic,1000,1,2711.90239215631
52,Female,1,7,Truck,16093,609,0,0,Basic,500,0,1708.7404770289688
57,Female,41,10,SUV,18741,369,1,0,Premium,2000,0,2300.7576858896455
73,Female,0,13,Sedan,16263,504,2,0,Basic,1000,1,2445.8813184782766
45,Female,35,9,SUV,28712,640,1,0,Basic,2000,1,3037.8296818434883
64,Male,11,14,Truck,5305,331,1,0,Basic,2000,1,1719.3023191004845
56,Male,8,6,Sedan,6384,342,1,2,Standard,1000,1,2138.215904303418
23,Male,35,6,SUV,24751,417,0,0,Standard,500,1,2474.6710860001517
26,Female,40,9,Sedan,22958,314,1,0,Basic,1000,1,2596.8826549186474
37,Female,27,3,Sedan,5872,621,2,0,Standard,5000,1,1637.1825115446898
77,Male,37,17,Sports Car,13360,636,1,1,Premium,500,1,2320.3421487821493
18,Female,32,9,Hatchback,26962,831,0,0,Standard,500,0,2361.6218433560402
25,Female,41,18,SUV,14795,680,0,0,Standard,5000,0,1882.727717926696
72,Male,45,13,Sports Car,22414,810,0,1,Basic,2000,1,2886.846831908029
40,Male,21,12,Hatchback,29148,419,0,0,Basic,1000,1,2649.7532254081543
20,Female,24,14,Sports Car,14926,325,0,0,Standard,1000,0,2552.0806178052408
21,Female,17,15,Sports Car,20491,833,0,0,Premium,1000,0,2354.024470839434
75,Female,5,1,Sedan,28115,363,0,0,Premium,1000,1,2393.3082025897684
42,Male,17,3,SUV,11905,759,1,0,Standard,1000,0,2205.8469071968575
64,Male,15,17,SUV,9442,613,0,0,Basic,1000,0,1574.3741295198945
55,Male,14,16,SUV,20290,515,0,2,Standard,1000,1,2628.228819915744
32,Male,47,9,Truck,8667,755,0,2,Basic,1000,0,1834.324639358341
38,Female,7,8,SUV,22660,839,2,0,Basic,500,1,2732.033912905636
52,Male,12,14,Sedan,11553,772,0,1,Standard,2000,0,1459.7469522744655
74,Male,42,11,Hatchback,21926,658,2,0,Standard,500,1,2460.538206419554
70,Female,6,8,SUV,29930,425,1,0,Premium,2000,1,2871.0615751355035
70,Female,16,13,Hatchback,9808,386,0,0,Standard,500,0,1663.2838742482932
63,Female,49,12,Sports Car,12731,642,0,0,Premium,500,1,2403.973211828785
69,Male,31,5,Sedan,5583,694,2,0,Basic,1000,1,1474.079593958261
31,Female,21,18,Sports Car,21894,783,0,0,Basic,500,1,2449.199124678031
53,Female,12,3,Sports Car,28060,755,0,0,Premium,1000,1,2940.9605886154036
29,Male,46,19,Sedan,28055,775,0,0,Standard,500,1,2185.530530332043
34,Male,22,16,SUV,14138,509,0,0,Basic,1000,0,2060.366849513155
56,Female,28,18,SUV,12695,824,0,0,Standard,500,0,2038.9786550665274
26,Male,21,2,Sports Car,8473,606,0,1,Premium,500,0,1886.0820471015518
52,Female,0,13,Sedan,6198,375,0,0,Standard,1000,0,1557.1076268260329
77,Female,28,16,Sports Car,8995,321,0,1,Standard,1000,1,2265.0608917823088
30,Male,47,12,Sedan,17113,359,0,0,Standard,500,0,2050.7258773625954
32,Female,4,8,SUV,9535,685,0,1,Standard,1000,0,1852.7344013921213
35,Male,34,0,Sedan,10871,355,0,0,Premium,500,0,1843.1670474740156
68,Male,9,16,Sedan,24687,467,0,2,Standard,2000,1,2722.526611234863
50,Male,18,15,SUV,7447,711,0,1,Basic,1000,1,1697.0213067321347
23,Female,36,17,Sedan,14408,490,0,0,Standard,500,1,2183.755947499254
76,Male,6,1,SUV,29123,781,1,1,Basic,5000,1,2995.785922577133
44,Male,45,13,Hatchback,11844,715,0,0,Basic,5000,0,1588.3189637325133
40,Female,34,16,SUV,22674,639,0,0,Basic,1000,0,2186.0103746654695
76,Female,44,2,Sports Car,17413,558,0,0,Basic,500,0,2782.9647872603946
44,Female,12,1,Hatchback,27218,649,0,0,Basic,500,1,2158.67970213275
51,Female,9,7,Hatchback,20169,736,0,1,Standard,2000,0,2423.4077800815144
73,Male,1,1,Hatchback,12549,521,1,0,Standard,1000,1,2114.012629351348
63,Male,5,1,Sedan,28071,712,0,0,Basic,500,1,2341.584185381032
55,Male,7,8,Sports Car,13693,649,0,0,Standard,5000,0,2420.600687546244
31,Female,35,19,Truck,16063,781,1,0,Standard,1000,0,2143.4517065610553
53,Female,24,5,Truck,28812,358,1,0,Basic,1000,1,3220.138144415374
70,Male,43,11,Sports Car,21770,451,1,0,Standard,2000,1,3278.02054465101
25,Female,46,8,Sedan,13603,839,0,0,Standard,2000,0,1558.8946363125083
79,Female,39,6,Hatchback,7006,524,0,0,Premium,500,0,1559.925720964531
52,Male,6,11,SUV,10213,617,0,0,Basic,1000,0,1756.5490816182369
36,Male,45,4,SUV,23531,578,1,0,Standard,1000,1,2810.2581809273897
47,Female,22,15,SUV,8868,773,0,0,Standard,500,0,1835.262078272515
31,Female,18,4,SUV,14530,323,1,0,Standard,500,0,2237.7256863041243
76,Female,45,11,Sedan,19360,818,0,0,Premium,1000,1,1950.4391501901405
37,Male,21,19,SUV,27421,667,0,0,Standard,2000,0,2495.901377841187
66,Male,12,8,Hatchback,11637,634,2,0,Basic,2000,1,1912.553813422384
42,Male,20,6,SUV,21736,732,2,0,Standard,2000,0,2680.947720254212
57,Male,0,18,SUV,9964,302,0,0,Premium,5000,1,1914.9716523304771
41,Male,18,19,Truck,24572,557,1,0,Premium,500,1,2648.3997741977764
31,Female,32,10,SUV,6302,562,0,0,Premium,1000,0,1593.2375716759266
43,Female,3,11,SUV,12749,420,2,1,Basic,1000,1,2676.2014784514436
55,Female,41,2,SUV,5846,320,0,0,Standard,1000,0,1648.9034532612436
40,Male,2,16,Sedan,18390,439,0,0,Standard,2000,0,2070.7764751941518
39,Male,26,6,Sedan,18735,776,0,0,Basic,1000,0,1913.834733471873
65,Male,40,9,Sports Car,28905,588,0,0,Basic,1000,0,3296.3980432253666
74,Female,34,14,Hatchback,19876,505,0,0,Premium,1000,1,2646.6649724490526
36,Male,27,1,Truck,18967,342,0,0,Standard,2000,0,2117.807871328122
63,Male,5,12,Sedan,23908,417,0,0,Standard,500,0,2638.430146822377
68,Female,5,3,SUV,23262,304,1,0,Standard,5000,0,2817.6717726070706
20,Male,43,17,Sedan,9105,506,0,0,Basic,500,0,2030.4708176022734
59,Female,22,0,SUV,25014,644,0,0,Standard,500,0,2841.6425115588813
36,Male,32,1,Sedan,29054,441,0,0,Standard,1000,0,2557.011389460757
26,Male,15,1,Hatchback,28051,671,1,0,Standard,2000,1,2629.9373512748098
45,Female,23,3,Sedan,7819,531,2,0,Basic,5000,0,2160.0075108186534
37,Female,4,2,Sedan,27363,463,0,0,Standard,5000,1,2946.2831335506353
62,Female,40,16,SUV,13077,846,1,0,Basic,1000,0,1867.7353810721381
24,Female,41,13,Sedan,17022,663,0,0,Basic,1000,1,2033.3895751413063
31,Female,12,1,Truck,14250,634,0,0,Standard,1000,0,1720.619726759665
26,Female,46,15,Hatchback,23873,310,0,0,Basic,5000,1,2125.267440131485
76,Male,11,10,Sedan,27072,707,0,0,Premium,500,0,2347.265379897915
77,Male,4,12,SUV,24648,374,1,0,Standard,1000,1,3077.62395455983
72,Female,36,0,Hatchback,27407,599,1,2,Standard,1000,1,3453.2083431501715
74,Male,30,1,Truck,16793,680,0,0,Basic,500,0,1881.8644798697844
77,Female,27,1,Hatchback,23677,327,0,0,Basic,1000,0,2480.4780589960246
36,Male,27,4,Sedan,22058,762,1,1,Standard,1000,1,2093.274079065459
64,Female,29,3,Sedan,15070,695,0,1,Premium,5000,0,1970.3837383113398
69,Male,17,11,Sedan,11257,675,0,0,Basic,5000,0,1443.9883148105525
31,Male,43,2,SUV,6011,720,1,0,Standard,1000,0,1642.462181734967
73,Male,26,19,Truck,21616,663,0,1,Basic,5000,1,2417.8307658339236
55,Male,34,9,Sedan,24411,515,0,0,Standard,500,1,2627.830891178843
70,Male,25,19,SUV,24993,400,0,0,Standard,2000,0,2854.176778931901
78,Female,38,17,Sedan,7173,392,0,0,Basic,1000,0,1490.5811824675297
53,Female,48,9,Truck,8384,565,0,0,Standard,2000,0,1436.5905501197478
57,Female,17,0,Sedan,23712,505,0,0,Premium,2000,1,2345.002905207589
34,Male,32,5,Sedan,5797,379,0,0,Standard,500,0,1338.6623835851797
47,Female,24,10,Sports Car,12121,336,0,0,Basic,5000,0,2623.1571694571544
26,Male,30,1,Sedan,18594,310,1,0,Basic,500,0,2466.620135492706
50,Male,36,6,SUV,19986,389,0,1,Premium,2000,1,3019.3322283498856
73,Male,1,19,SUV,25068,318,0,0,Standard,500,0,2852.1677150704068
69,Female,32,17,Hatchback,25871,673,1,0,Basic,2000,1,2787.918410031851
42,Male,38,18,Sports Car,12690,393,0,0,Basic,500,0,2520.2582217807712
31,Female,42,3,Sports Car,17669,331,0,0,Premium,1000,0,2904.8278641678444
28,Female,42,12,Hatchback,23973,439,0,0,Standard,5000,1,2501.2778349840964
70,Male,31,17,Hatchback,26085,320,0,0,Basic,2000,0,2865.1610976236134
52,Male,17,19,Sports Car,29051,448,0,0,Basic,2000,1,3425.9110349955595
58,Female,16,12,SUV,27798,520,0,0,Premium,2000,1,2612.5554688478765
76,Female,33,18,Sports Car,22847,518,0,0,Standard,1000,1,3131.6532861008004
31,Female,38,16,SUV,16554,840,0,1,Basic,5000,0,2313.7499333578676
47,Female,6,0,Hatchback,24494,357,0,0,Standard,2000,0,2138.690982877435
58,Female,41,5,Truck,22431,724,0,1,Standard,1000,0,2244.8084980864114
21,Female,34,18,Sedan,9871,574,0,0,Standard,2000,0,1984.3375105182936
76,Male,29,19,Sedan,18354,439,0,0,Basic,5000,0,1793.0260921191116
21,Female,11,0,Sedan,10289,322,0,1,Basic,2000,0,2079.157053429237
45,Female,34,7,Sedan,25819,677,0,0,Basic,500,0,2365.131411774176
25,Female,10,16,Sedan,29744,672,0,0,Basic,2000,1,2497.4271562909953
19,Female,43,14,SUV,22945,362,0,0,Basic,2000,0,3260.3671408156133
58,Male,3,17,Sedan,29243,641,1,0,Basic,1000,0,2806.476988197474
78,Male,24,6,Sports Car,20831,466,0,0,Basic,5000,1,2744.6121413795818
63,Female,47,15,Sedan,28189,450,0,0,Premium,1000,1,2651.29718767605
39,Female,31,6,Sedan,29196,822,0,0,Premium,1000,0,2640.450164991484
58,Female,19,16,SUV,11286,800,0,0,Basic,500,0,1885.8828468461647
73,Male,49,3,Hatchback,29227,647,1,1,Standard,500,1,2769.300382662637
72,Male,30,11,SUV,21958,571,0,0,Standard,1000,0,2808.913466457771
33,Male,3,12,SUV,18916,729,0,0,Basic,1000,0,1937.7702315817535
46,Male,37,3,Sports Car,14934,532,0,0,Basic,1000,0,2725.1499172870244
79,Male,46,0,Sedan,17762,507,0,0,Standard,1000,0,2106.555033895118
66,Male,0,0,SUV,25400,752,0,1,Basic,1000,1,2761.218789026937
65,Female,2,6,Sedan,15550,800,0,0,Standard,2000,0,2139.699335201509
47,Male,36,8,Sports Car,28611,518,0,0,Standard,5000,1,2859.250598933428
29,Male,21,0,Sports Car,9024,380,0,0,Basic,1000,0,2180.5385505827758
52,Female,16,15,Sports Car,13722,848,1,0,Standard,2000,1,1949.6374588069561
28,Male,13,17,Sedan,22374,840,0,0,Basic,2000,1,2245.7145757531416
63,Female,40,14,Truck,7120,550,0,1,Basic,2000,1,2038.5571432923937
67,Male,34,5,Sedan,26348,714,0,0,Standard,500,0,2194.6109020123354
38,Female,12,1,Sedan,23825,385,0,0,Standard,500,1,2579.446081784926
38,Female,34,8,SUV,10877,516,0,0,Basic,5000,0,2109.5339157577496
22,Female,42,3,Sports Car,15720,495,0,0,Basic,500,1,2636.278485808185
65,Female,1,12,Sedan,23904,596,2,0,Standard,500,1,3025.8195441683083
37,Female,46,10,Sports Car,25792,343,0,0,Premium,500,0,3200.0740822448834
54,Male,12,12,Hatchback,22335,692,0,0,Premium,1000,0,2026.1778241036627
20,Male,15,10,Sedan,19659,742,0,1,Basic,1000,0,2040.8400396926545
61,Female,17,18,SUV,5964,389,1,0,Basic,1000,0,1700.2191239032036
50,Female,6,7,Sedan,7134,454,0,0,Premium,500,0,1230.906158103147
70,Female,44,6,SUV,25838,777,1,0,Basic,500,1,2694.810574088176
78,Male,35,15,Sedan,7244,358,0,0,Basic,1000,0,2013.8142643858291
26,Female,40,2,Hatchback,7803,409,0,0,Standard,1000,1,1495.0859116800161
78,Female,29,16,SUV,8911,778,0,0,Basic,1000,0,1538.1954602935484
26,Female,41,17,Truck,16216,348,0,0,Basic,500,0,2123.269378762549
21,Female,40,14,Sedan,6408,676,0,0,Basic,500,0,1232.528463965723
52,Male,6,16,Truck,26621,331,0,0,Premium,2000,0,2624.905015164808
34,Female,14,10,Hatchback,25977,785,0,0,Standard,2000,0,2369.063710279296
51,Female,39,4,Truck,18195,830,2,0,Standard,500,1,2351.118659564869
41,Male,18,15,Hatchback,16170,302,0,0,Standard,1000,0,1916.9335593251049
49,Female,42,14,Sedan,29435,677,1,2,Standard,1000,1,2760.4742866151605
18,Female,36,9,SUV,12663,541,0,0,Premium,500,0,2155.7217006026344
25,Male,1,13,Sports Car,14809,840,0,0,Basic,5000,1,1969.2062683588347
62,Male,41,1,Sports Car,12113,656,0,0,Standard,500,0,2322.3213578618884
40,Male,47,15,Hatchback,13142,496,0,0,Basic,500,0,2014.4725057908593
64,Female,12,18,Sedan,27761,718,0,2,Standard,1000,0,2913.507254048293
57,Female,39,7,Sedan,29992,572,0,0,Standard,2000,1,2901.1725503291545
29,Male,40,14,Sedan,18778,801,0,0,Basic,2000,0,1924.2009274368338
71,Male,42,9,Hatchback,26985,334,0,0,Standard,1000,1,2861.254144399487
29,Male,42,4,Hatchback,22772,760,0,0,Standard,1000,1,2134.0227461078434
63,Female,30,19,Sports Car,27680,552,0,0,Basic,1000,0,3102.4594441241866
64,Female,15,15,SUV,9367,811,1,0,Basic,5000,1,1538.2793556891143
32,Male,41,11,Sports Car,17679,347,1,0,Basic,500,1,2854.14174983979
58,Female,43,12,Sports Car,15786,484,0,0,Standard,500,0,2428.720058416749
36,Male,5,8,Sedan,18012,790,0,0,Standard,5000,1,1751.882673091791
43,Female,27,16,Sports Car,14938,572,0,1,Premium,5000,0,2596.7030793524004
69,Female,31,19,SUV,16693,826,0,0,Basic,1000,0,2148.2740612798157
46,Female,43,11,SUV,16051,427,0,0,Basic,1000,1,2096.7670685704356
39,Female,9,4,Sedan,8978,509,2,0,Standard,5000,0,1887.0713520597812
